method,loss,psnr,ssim
finet_dehaze_densehaze_a000_interleave_psnr,-31.210702896118164,15.607223510742188,0.5245042443275452,-31.210702896118164,15.54537582397461,0.6001424193382263
finet_dehaze_densehaze_a000_linear_psnr,-30.04941749572754,15.039041519165039,0.5220412611961365,-30.049413681030273,14.936283111572266,0.5846579074859619
finet_dehaze_densehaze_a000_random_psnr,-30.386545181274414,15.460548400878906,0.53321373462677,-30.386545181274414,15.359358787536621,0.615332305431366
finet_dehaze_densehaze_a005_interleave_psnr,-29.1652774810791,14.404889106750488,0.5289796590805054,-29.1652774810791,13.974130630493164,0.6080857515335083
finet_dehaze_densehaze_a005_linear_psnr,-30.960729598999023,15.53422737121582,0.5528157949447632,-30.960729598999023,15.332720756530762,0.6198648810386658
finet_dehaze_densehaze_a005_random_psnr,-30.721271514892578,14.911352157592773,0.5211648941040039,-30.721271514892578,14.381231307983398,0.6032521724700928
finet_dehaze_densehaze_a010_interleave_psnr,-30.629873275756836,15.133089065551758,0.5541461706161499,-30.629873275756836,14.645816802978516,0.6162662506103516
finet_dehaze_densehaze_a010_linear_psnr,-31.19950294494629,15.4056396484375,0.5506873726844788,-31.199499130249023,15.049600601196289,0.6148834228515625
finet_dehaze_densehaze_a010_random_psnr,-30.72249984741211,15.137567520141602,0.5272428393363953,-30.722501754760742,14.521754264831543,0.6133231520652771
finet_dehaze_densehaze_a015_interleave_psnr,-31.454509735107422,15.584429740905762,0.5395957231521606,-31.45450782775879,15.293645858764648,0.5999564528465271
finet_dehaze_densehaze_a015_linear_psnr,-31.502056121826172,15.653131484985352,0.5620946884155273,-31.502058029174805,15.3974609375,0.638329803943634
finet_dehaze_densehaze_a015_random_psnr,-31.433551788330078,15.70825481414795,0.5285628437995911,-31.433551788330078,15.386665344238281,0.6070438623428345
finet_dehaze_densehaze_a020_interleave_psnr,-31.61019515991211,15.538119316101074,0.5422815084457397,-31.610197067260742,15.25803279876709,0.6106345057487488
finet_dehaze_densehaze_a020_linear_psnr,-33.53832244873047,16.548221588134766,0.5585430264472961,-33.538326263427734,16.11103630065918,0.6308956742286682
finet_dehaze_densehaze_a020_random_psnr,-31.05648422241211,14.902189254760742,0.5189293622970581,-31.056482315063477,14.244939804077148,0.6033007502555847
finet_dehaze_densehaze_a025_interleave_psnr,-31.74423599243164,15.64845085144043,0.5468651652336121,-31.744237899780273,15.13818359375,0.6136153936386108
finet_dehaze_densehaze_a025_linear_psnr,-32.443111419677734,16.134946823120117,0.544024646282196,-32.443111419677734,15.4269437789917,0.6118882298469543
finet_dehaze_densehaze_a025_random_psnr,-31.063796997070312,15.297780990600586,0.5250198245048523,-31.06379508972168,14.838171005249023,0.6090602278709412
finet_dehaze_densehaze_a030_interleave_psnr,-30.9287109375,15.37415885925293,0.5494688153266907,-30.9287109375,14.939180374145508,0.6124865412712097
finet_dehaze_densehaze_a030_linear_psnr,-30.672433853149414,15.391319274902344,0.5477192997932434,-30.672433853149414,14.968555450439453,0.6179878115653992
finet_dehaze_densehaze_a030_random_psnr,-29.509441375732422,14.559896469116211,0.524262547492981,-29.509443283081055,14.30636215209961,0.6063211560249329
finet_dehaze_densehaze_a035_interleave_psnr,-32.79204177856445,16.093202590942383,0.5720430612564087,-32.79204177856445,15.6600980758667,0.6407214999198914
finet_dehaze_densehaze_a035_linear_psnr,-32.56751251220703,16.011760711669922,0.5512241125106812,-32.5675163269043,15.859875679016113,0.6289278864860535
finet_dehaze_densehaze_a035_random_psnr,-31.410547256469727,15.712106704711914,0.5315214395523071,-31.410547256469727,15.409491539001465,0.598838746547699
finet_dehaze_densehaze_a040_interleave_psnr,-31.6240291595459,15.539915084838867,0.5470072031021118,-31.6240291595459,15.365917205810547,0.6229320764541626
finet_dehaze_densehaze_a040_linear_psnr,-32.54562759399414,16.052797317504883,0.5357170104980469,-32.545623779296875,15.488569259643555,0.6034404635429382
finet_dehaze_densehaze_a040_random_psnr,-30.30767822265625,14.853811264038086,0.5146793127059937,-30.30767822265625,14.543667793273926,0.5965492725372314
finet_dehaze_densehaze_a045_interleave_psnr,-31.713970184326172,16.044553756713867,0.546762228012085,-31.713972091674805,15.666964530944824,0.6174232363700867
finet_dehaze_densehaze_a045_linear_psnr,-32.6734619140625,16.12832260131836,0.554351806640625,-32.6734619140625,15.713028907775879,0.637168824672699
finet_dehaze_densehaze_a045_random_psnr,-30.57025146484375,15.005905151367188,0.5067341327667236,-30.57025146484375,14.88985824584961,0.5921743512153625
finet_dehaze_densehaze_a050_interleave_psnr,-31.918746948242188,15.854768753051758,0.5369721055030823,-31.918750762939453,15.41415023803711,0.5960071086883545
finet_dehaze_densehaze_a050_linear_psnr,-31.588293075561523,15.734979629516602,0.5753706693649292,-31.588293075561523,15.064957618713379,0.6696711182594299
